,Study_name,Respondent_Name,Gender,Age,Group,Type,Label,Start,Duration,ParentStimulus,Parent_Stimulus_Start,Parent_Stimulus_Duration,Hit_time_G,Time_spent_G,Time_spent_G_Percentage,Respondent_ratio_G,Revisit_G_Revisitors,Revisit_G_Visitors,Revisit_G_Revisits,TTFF_F,Time_spent_F,Time_spent_F_Percentage,Revisit_F_Revisitors,Revisit_F_Visitors,Revisit_F_Revisits,Fixations_Count,First_Fixation_Duration,Average_Fixations_Duration,Mouse_Clicks
5324,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V6 STEMI,59449,30111,ST elevation MI,59449,30111,30125,67,0,1,0,0,0,30100,0,0,0,0,0,0,-1,-1,0
5325,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,2 STEMI,59449,30111,ST elevation MI,59449,30111,375,2249,7,1,1,1,3,346,1633,5,1,1,5,25,67,65,0
5326,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,aVL STEMI,59449,30111,ST elevation MI,59449,30111,4375,5497,18,1,1,1,5,4229,3967,13,1,1,5,56,17,71,0
5327,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V2 STEMI,59449,30111,ST elevation MI,59449,30111,7375,716,2,1,0,1,0,7330,516,2,0,1,0,5,133,103,0
5328,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5 STEMI,59449,30111,ST elevation MI,59449,30111,125,466,2,1,1,1,3,130,183,1,1,1,3,3,150,61,0
5329,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,1 STEMI,59449,30111,ST elevation MI,59449,30111,4875,1016,3,1,1,1,2,4729,433,1,1,1,3,15,67,29,0
5330,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,aVR STEMI,59449,30111,ST elevation MI,59449,30111,5125,1099,4,1,1,1,3,5112,616,2,1,1,4,17,33,36,0
5331,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1 STEMI,59449,30111,ST elevation MI,59449,30111,23625,233,1,1,0,1,0,23713,134,0,1,1,2,3,17,45,0
5332,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V4 STEMI,59449,30111,ST elevation MI,59449,30111,7125,583,2,1,1,1,2,6762,283,1,1,1,3,8,17,35,0
5333,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-2 STEMI,59449,30111,ST elevation MI,59449,30111,1125,1149,4,1,1,1,3,896,434,1,1,1,5,13,17,33,0
5334,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-3 STEMI,59449,30111,ST elevation MI,59449,30111,8125,716,2,1,1,1,2,7979,383,1,1,1,2,3,183,128,0
5335,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-4 STEMI,59449,30111,ST elevation MI,59449,30111,22875,83,0,1,0,1,0,22929,17,0,0,1,0,1,17,17,0
5336,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-2 STEMI,59449,30111,ST elevation MI,59449,30111,1125,999,3,1,1,1,4,929,200,1,1,1,3,8,16,25,0
5337,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-3 STEMI,59449,30111,ST elevation MI,59449,30111,10125,366,1,1,1,1,2,10062,101,0,1,1,2,6,17,17,0
5338,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-4 STEMI,59449,30111,ST elevation MI,59449,30111,22625,250,1,1,0,1,0,22763,16,0,0,1,0,1,16,16,0
5339,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-2 STEMI,59449,30111,ST elevation MI,59449,30111,10625,916,3,1,1,1,3,10145,184,1,1,1,5,7,16,26,0
5340,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-3 STEMI,59449,30111,ST elevation MI,59449,30111,30125,50,0,1,0,0,0,30100,0,0,0,0,0,0,-1,-1,0
5341,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-4 STEMI,59449,30111,ST elevation MI,59449,30111,-1,0,0,0,0,0,0,30100,0,0,0,0,0,0,-1,-1,0
5342,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Stimulus,Complete heart block,372864,30117,,,,,,,,,,,,,,,,,,,,
5343,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-1 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,8625,233,1,1,1,1,2,20416,17,0,0,1,0,1,17,17,0
5344,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-1 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,8375,1399,5,1,1,1,3,8516,617,2,1,1,4,19,16,32,0
5345,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-1 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,3875,583,2,1,1,1,2,3882,234,1,1,1,3,6,50,39,0
5346,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,3 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,4125,433,1,1,1,1,3,11965,50,0,1,1,2,2,17,25,0
5347,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,aVF CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,4625,666,2,1,1,1,3,4649,150,0,1,1,5,6,16,25,0
5348,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V3 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,4875,983,3,1,1,1,4,4799,268,1,1,1,10,14,34,19,0
5349,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V6 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,13125,983,3,1,1,1,3,13099,334,1,1,1,5,14,33,24,0
5350,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,2 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,3125,1482,5,1,1,1,5,2898,634,2,1,1,5,18,117,35,0
5351,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,aVL CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,375,766,3,1,1,1,2,383,400,1,1,1,4,6,200,67,0
5352,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V2 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,15625,1449,5,1,0,1,0,15366,567,2,1,1,5,19,17,30,0
5353,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,125,1449,5,1,1,1,4,49,633,2,1,1,9,15,250,42,0
5354,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,1 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,1875,1799,6,1,1,1,4,1533,1083,4,1,1,7,21,17,52,0
5355,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,aVR CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,1625,1749,6,1,1,1,5,1433,983,3,1,1,5,24,33,41,0
5356,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,6875,333,1,1,0,1,0,6783,167,1,0,1,0,4,83,42,0
5357,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V4 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,23875,383,1,1,0,1,0,14582,250,1,1,1,4,6,17,42,0
5358,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,Information CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,-1,0,0,0,0,0,0,30098,0,0,0,0,0,0,-1,-1,0
5359,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-2 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,625,2598,9,1,1,1,9,633,1351,4,1,1,11,29,116,47,0
5360,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-3 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,5125,4464,15,1,1,1,4,5016,2651,9,1,1,9,54,17,49,0
5361,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V1-4 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,12875,383,1,1,0,1,0,12782,167,1,0,1,0,3,16,56,0
5362,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-2 CompleteHeartBlock copy,372864,30117,Complete heart block,372864,30117,8375,1749,6,1,1,1,3,8283,899,3,1,1,4,22,66,41,0
5363,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-3 CompleteHeartBlock copy copy,372864,30117,Complete heart block,372864,30117,875,1066,4,1,1,1,6,4982,335,1,1,1,6,10,17,33,0
5364,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,II-4 CompleteHeartBlock copy copy copy,372864,30117,Complete heart block,372864,30117,19625,999,3,1,0,1,0,18565,633,2,1,1,4,15,150,42,0
5365,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-2 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,21375,1632,5,1,0,1,0,20149,667,2,1,1,4,22,17,30,0
5366,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-3 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,-1,0,0,0,0,0,0,30098,0,0,0,0,0,0,-1,-1,0
5367,ECG Study,Cathlab 2,MALE,0,Cathlab Nurse,Static AOI,V5-4 CompleteHeartBlock,372864,30117,Complete heart block,372864,30117,-1,0,0,0,0,0,0,30098,0,0,0,0,0,0,-1,-1,0
5368,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Stimulus,Normal sinus rhythm,274567,30136,,,,,,,,,,,,,,,,,,,,
5369,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5-1 NSR,274567,30136,Normal sinus rhythm,274567,30136,3875,6723,22,1,1,1,10,3418,1118,4,1,1,24,58,16,19,0
5370,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-1 NSR,274567,30136,Normal sinus rhythm,274567,30136,12875,2969,10,1,1,1,13,3635,317,1,1,1,16,19,16,17,0
5371,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-1 NSR,274567,30136,Normal sinus rhythm,274567,30136,30125,50,0,1,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5372,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,1 NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5373,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVR NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5374,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1 NSR,274567,30136,Normal sinus rhythm,274567,30136,30125,33,0,1,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5375,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V4 NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5376,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,2 NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5377,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVL NSR,274567,30136,Normal sinus rhythm,274567,30136,30125,33,0,1,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5378,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V2 NSR,274567,30136,Normal sinus rhythm,274567,30136,27875,133,0,1,0,1,0,27939,17,0,0,1,0,1,17,17,0
5379,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5 NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5380,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,3 NSR,274567,30136,Normal sinus rhythm,274567,30136,30125,17,0,1,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5381,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVF NSR,274567,30136,Normal sinus rhythm,274567,30136,28625,567,2,1,1,1,2,25789,101,0,1,1,3,5,17,20,0
5382,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V3 NSR,274567,30136,Normal sinus rhythm,274567,30136,29625,300,1,1,0,1,0,30127,0,0,0,0,0,0,-1,-1,0
5383,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V6 NSR,274567,30136,Normal sinus rhythm,274567,30136,29875,150,0,1,0,1,0,30022,33,0,0,1,0,2,17,17,0
5384,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,Information NSR,274567,30136,Normal sinus rhythm,274567,30136,27125,317,1,1,0,1,0,30127,0,0,0,0,0,0,-1,-1,0
5385,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-2 NSR,274567,30136,Normal sinus rhythm,274567,30136,1625,1301,4,1,1,1,7,28006,83,0,1,1,4,4,17,21,0
5386,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V3-3 NSR,274567,30136,Normal sinus rhythm,274567,30136,375,484,2,1,1,1,2,278,166,1,1,1,2,4,33,42,0
5387,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-4 NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5388,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-2 NSR,274567,30136,Normal sinus rhythm,274567,30136,7625,2402,8,1,1,1,9,20755,250,1,1,1,9,14,17,18,0
5389,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-3 NSR,274567,30136,Normal sinus rhythm,274567,30136,1625,133,0,1,0,1,0,30127,0,0,0,0,0,0,-1,-1,0
5390,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-4 NSR,274567,30136,Normal sinus rhythm,274567,30136,-1,0,0,0,0,0,0,30127,0,0,0,0,0,0,-1,-1,0
5391,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5-2 NSR,274567,30136,Normal sinus rhythm,274567,30136,875,5638,19,1,1,1,15,561,999,3,1,1,21,39,17,26,0
5392,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5-3 NSR,274567,30136,Normal sinus rhythm,274567,30136,125,1201,4,1,1,1,6,11,316,1,1,1,6,11,83,29,0
5393,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5-4 NSR,274567,30136,Normal sinus rhythm,274567,30136,6125,601,2,1,0,1,0,6102,183,1,1,1,2,3,17,61,0
5394,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Stimulus,Atrial fibrillation,237898,30167,,,,,,,,,,,,,,,,,,,,
5395,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-1 AFib,237898,30167,Atrial fibrillation,237898,30167,8125,819,3,1,1,1,2,14128,234,1,1,1,2,6,17,39,0
5396,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,1 AFib,237898,30167,Atrial fibrillation,237898,30167,-1,0,0,0,0,0,0,30152,0,0,0,0,0,0,-1,-1,0
5397,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVR AFib,237898,30167,Atrial fibrillation,237898,30167,5875,134,0,1,0,1,0,5839,16,0,0,1,0,1,16,16,0
5398,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1 AFib,237898,30167,Atrial fibrillation,237898,30167,-1,0,0,0,0,0,0,30152,0,0,0,0,0,0,-1,-1,0
5399,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V4 AFib,237898,30167,Atrial fibrillation,237898,30167,-1,0,0,0,0,0,0,30152,0,0,0,0,0,0,-1,-1,0
5400,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,2 AFib,237898,30167,Atrial fibrillation,237898,30167,-1,0,0,0,0,0,0,30152,0,0,0,0,0,0,-1,-1,0
5401,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVL AFib,237898,30167,Atrial fibrillation,237898,30167,5375,301,1,1,0,1,0,5489,17,0,0,1,0,1,17,17,0
5402,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V2 AFib,237898,30167,Atrial fibrillation,237898,30167,375,1604,5,1,1,1,7,187,400,1,1,1,6,11,17,36,0
5403,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5 AFib,237898,30167,Atrial fibrillation,237898,30167,-1,0,0,0,0,0,0,30152,0,0,0,0,0,0,-1,-1,0
5404,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,3 AFib,237898,30167,Atrial fibrillation,237898,30167,30125,17,0,1,0,0,0,30152,0,0,0,0,0,0,-1,-1,0
5405,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVF AFib,237898,30167,Atrial fibrillation,237898,30167,11125,1303,4,1,1,1,9,5739,321,1,1,1,10,12,17,27,0
5406,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V3 AFib,237898,30167,Atrial fibrillation,237898,30167,7625,1687,6,1,1,1,8,7666,553,2,1,1,6,13,33,43,0
5407,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V6 AFib,237898,30167,Atrial fibrillation,237898,30167,22375,317,1,1,0,1,0,22323,117,0,0,1,0,5,17,23,0
5408,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-2 AFib,237898,30167,Atrial fibrillation,237898,30167,625,3859,13,1,1,1,8,487,1066,4,1,1,13,35,100,30,0
5409,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-3 AFib,237898,30167,Atrial fibrillation,237898,30167,1125,5813,19,1,1,1,11,21,1654,5,1,1,21,62,67,27,0
5410,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-4 AFib,237898,30167,Atrial fibrillation,237898,30167,26625,668,2,1,0,1,0,26432,300,1,1,1,2,8,33,38,0
5411,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Stimulus,hyperkalemia,312472,30137,,,,,,,,,,,,,,,,,,,,
5412,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-1 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,7875,1484,5,1,1,1,3,7744,399,1,1,1,5,13,33,31,0
5413,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,1 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,19625,200,1,1,0,1,0,19700,83,0,0,1,0,1,83,83,0
5414,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVR Hyperkalemia,312472,30137,hyperkalemia,312472,30137,30125,50,0,1,0,0,0,19600,17,0,0,1,0,1,17,17,0
5415,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,23375,267,1,1,0,1,0,23500,33,0,0,1,0,2,16,17,0
5416,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V4 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,30125,117,0,1,0,0,0,30111,0,0,0,0,0,0,-1,-1,0
5417,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,2 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,8125,517,2,1,1,1,2,8143,134,0,1,1,2,2,17,67,0
5418,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVL Hyperkalemia,312472,30137,hyperkalemia,312472,30137,11875,600,2,1,1,1,3,11844,134,0,1,1,3,5,34,27,0
5419,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V2 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,22375,750,2,1,0,1,0,21934,133,0,1,1,2,7,17,19,0
5420,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,11375,767,3,1,1,1,2,11361,251,1,1,1,3,9,17,28,0
5421,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,3 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,12875,1034,3,1,1,1,3,14461,251,1,1,1,4,10,17,25,0
5422,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVF Hyperkalemia,312472,30137,hyperkalemia,312472,30137,13875,834,3,1,1,1,3,8428,117,0,1,1,4,5,16,23,0
5423,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V3 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,1375,3701,12,1,1,1,8,1357,986,3,1,1,14,34,17,29,0
5424,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V6 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,4875,1400,5,1,1,1,2,5045,399,1,1,1,7,16,17,25,0
5425,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V4R Hyperkalemia,312472,30137,hyperkalemia,312472,30137,25125,634,2,1,0,1,0,17081,150,0,1,1,2,9,17,17,0
5426,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V3R Hyperkalemia,312472,30137,hyperkalemia,312472,30137,8625,1884,6,1,1,1,6,8477,534,2,1,1,11,21,17,25,0
5427,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V7 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,3125,1284,4,1,1,1,5,2909,384,1,1,1,8,15,17,26,0
5428,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V8 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,30125,183,1,1,0,0,0,6645,17,0,0,1,0,1,17,17,0
5429,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-2 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,375,2684,9,1,1,1,9,54,449,1,1,1,11,18,33,25,0
5430,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-3 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,1875,3501,12,1,1,1,10,1957,767,3,1,1,12,28,17,27,0
5431,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-4 Hyperkalemia,312472,30137,hyperkalemia,312472,30137,6875,1184,4,1,1,1,3,6545,266,1,1,1,6,12,17,22,0
5432,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Stimulus,Atrial flutter,427780,30142,,,,,,,,,,,,,,,,,,,,
5433,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5-1 AFlutter,427780,30142,Atrial flutter,427780,30142,2125,800,3,1,1,1,2,2159,100,0,1,1,3,6,16,17,0
5434,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-1 AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5435,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-1 AFlutter,427780,30142,Atrial flutter,427780,30142,11875,83,0,1,0,1,0,30131,0,0,0,0,0,0,-1,-1,0
5436,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,1 AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5437,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVR AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5438,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1 short AFlutter,427780,30142,Atrial flutter,427780,30142,30125,17,0,1,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5439,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V4 AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5440,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,2 AFlutter,427780,30142,Atrial flutter,427780,30142,30125,50,0,1,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5441,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVL AFlutter,427780,30142,Atrial flutter,427780,30142,125,350,1,1,0,1,0,9,184,1,0,1,0,5,34,37,0
5442,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V2 AFlutter,427780,30142,Atrial flutter,427780,30142,30125,100,0,1,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5443,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V5 short AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5444,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,3 AFlutter,427780,30142,Atrial flutter,427780,30142,30125,17,0,1,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5445,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,aVF AFlutter,427780,30142,Atrial flutter,427780,30142,6375,550,2,1,1,1,2,6413,33,0,1,1,2,2,17,17,0
5446,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V3 AFlutter,427780,30142,Atrial flutter,427780,30142,12375,1501,5,1,1,1,5,12383,267,1,1,1,5,12,16,22,0
5447,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V6 AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5448,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,Information AFlutter,427780,30142,Atrial flutter,427780,30142,2625,817,3,1,1,1,5,3525,83,0,1,1,3,4,16,21,0
5449,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-2 AFlutter,427780,30142,Atrial flutter,427780,30142,375,934,3,1,1,1,5,426,167,1,1,1,3,4,83,42,0
5450,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-3 AFlutter,427780,30142,Atrial flutter,427780,30142,12125,1401,5,1,1,1,7,12250,265,1,1,1,11,14,17,19,0
5451,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,V1-4 AFlutter,427780,30142,Atrial flutter,427780,30142,-1,0,0,0,0,0,0,30131,0,0,0,0,0,0,-1,-1,0
5452,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-2 AFlutter,427780,30142,Atrial flutter,427780,30142,4375,767,3,1,1,1,4,5027,66,0,1,1,4,4,17,17,0
5453,ECG Study,CCU 2 ,FEMALE,0,CCU Nurse,Static AOI,II-3 AFlutter,427780,30142,Atrial flutter,427780,30142,13875,1801,6,1,1,1,8,5060,384,1,1,1,12,20,16,19,0
